Sentimen_Title,text
netral,program makan gizi gratis uji coba daerah
negatif,janji realisasi harap
positif,makan gizi gratis bikin anak semangat sekolah
positif,terima kasih program moga lanjut
negatif,kurang distribusi
netral,perintah luncur program makan gratis
negatif,kurang distribusi
positif,langkah bagus kurang stunting indonesia
negatif,ngeluh laksana program
negatif,janji realisasi harap
netral,sekolah terima program makan gizi gratis
negatif,awas sekolah
netral,perintah luncur program makan gratis
positif,program makan gizi gratis bantu anak sekolah
positif,makan gizi gratis bikin anak semangat sekolah
positif,langkah bagus kurang stunting indonesia
negatif,awas sekolah
positif,program makan gizi gratis bantu anak sekolah
negatif,janji realisasi harap
negatif,awas sekolah
positif,terima kasih program moga lanjut
positif,terima kasih program moga lanjut
negatif,program makan gizi gratis daerah
negatif,janji realisasi harap
negatif,kurang distribusi
negatif,ngeluh laksana program
negatif,program makan gizi gratis daerah
positif,langkah bagus kurang stunting indonesia
netral,program upaya tingkat gizi nasional
positif,makan gizi gratis bikin anak semangat sekolah
negatif,kurang distribusi
positif,terima kasih program moga lanjut
netral,perintah luncur program makan gratis
netral,giat makan gizi gratis pagi
positif,senang perintah peduli gizi anak anak
netral,giat makan gizi gratis pagi
negatif,program makan gizi gratis daerah
positif,langkah bagus kurang stunting indonesia
positif,senang perintah peduli gizi anak anak
negatif,program makan gizi gratis daerah
netral,sekolah terima program makan gizi gratis
negatif,janji realisasi harap
negatif,ngeluh laksana program
negatif,program makan gizi gratis daerah
netral,program upaya tingkat gizi nasional
negatif,program makan gizi gratis daerah
positif,terima kasih program moga lanjut
positif,terima kasih program moga lanjut
positif,makan gizi gratis bikin anak semangat sekolah
positif,senang perintah peduli gizi anak anak
negatif,awas sekolah
positif,makan gizi gratis bikin anak semangat sekolah
netral,giat makan gizi gratis pagi
netral,giat makan gizi gratis pagi
negatif,kurang distribusi
negatif,ngeluh laksana program
positif,program makan gizi gratis bantu anak sekolah
positif,langkah bagus kurang stunting indonesia
negatif,ngeluh laksana program
negatif,program makan gizi gratis daerah
positif,senang perintah peduli gizi anak anak
positif,terima kasih program moga lanjut
positif,terima kasih program moga lanjut
netral,giat makan gizi gratis pagi
positif,terima kasih program moga lanjut
negatif,ngeluh laksana program
positif,program makan gizi gratis bantu anak sekolah
positif,program makan gizi gratis bantu anak sekolah
negatif,program makan gizi gratis daerah
negatif,program makan gizi gratis daerah
negatif,janji realisasi harap
negatif,kurang distribusi
negatif,janji realisasi harap
netral,perintah luncur program makan gratis
positif,makan gizi gratis bikin anak semangat sekolah
netral,program upaya tingkat gizi nasional
positif,makan gizi gratis bikin anak semangat sekolah
netral,program makan gizi gratis uji coba daerah
netral,sekolah terima program makan gizi gratis
positif,makan gizi gratis bikin anak semangat sekolah
netral,giat makan gizi gratis pagi
negatif,kurang distribusi
positif,senang perintah peduli gizi anak anak
negatif,program makan gizi gratis daerah
negatif,awas sekolah
netral,giat makan gizi gratis pagi
positif,terima kasih program moga lanjut
netral,sekolah terima program makan gizi gratis
negatif,ngeluh laksana program
negatif,program makan gizi gratis daerah
positif,langkah bagus kurang stunting indonesia
netral,sekolah terima program makan gizi gratis
positif,makan gizi gratis bikin anak semangat sekolah
negatif,ngeluh laksana program
positif,makan gizi gratis bikin anak semangat sekolah
positif,langkah bagus kurang stunting indonesia
positif,terima kasih program moga lanjut
netral,program upaya tingkat gizi nasional
netral,sekolah terima program makan gizi gratis
positif,makan gizi gratis bikin anak semangat sekolah
netral,program makan gizi gratis uji coba daerah
negatif,janji realisasi harap
negatif,ngeluh laksana program
negatif,janji realisasi harap
netral,perintah luncur program makan gratis
positif,terima kasih program moga lanjut
netral,giat makan gizi gratis pagi
netral,sekolah terima program makan gizi gratis
negatif,ngeluh laksana program
negatif,ngeluh laksana program
positif,senang perintah peduli gizi anak anak
netral,perintah luncur program makan gratis
negatif,ngeluh laksana program
negatif,awas sekolah
negatif,awas sekolah
negatif,awas sekolah
positif,makan gizi gratis bikin anak semangat sekolah
negatif,awas sekolah
positif,makan gizi gratis bikin anak semangat sekolah
positif,terima kasih program moga lanjut
positif,langkah bagus kurang stunting indonesia
negatif,awas sekolah
negatif,ngeluh laksana program
negatif,awas sekolah
negatif,awas sekolah
positif,program makan gizi gratis bantu anak sekolah
negatif,ngeluh laksana program
negatif,kurang distribusi
netral,sekolah terima program makan gizi gratis
negatif,awas sekolah
positif,makan gizi gratis bikin anak semangat sekolah
negatif,ngeluh laksana program
positif,makan gizi gratis bikin anak semangat sekolah
negatif,ngeluh laksana program
netral,program makan gizi gratis uji coba daerah
negatif,janji realisasi harap
negatif,janji realisasi harap
netral,program upaya tingkat gizi nasional
netral,perintah luncur program makan gratis
positif,makan gizi gratis bikin anak semangat sekolah
netral,perintah luncur program makan gratis
netral,sekolah terima program makan gizi gratis
positif,senang perintah peduli gizi anak anak
negatif,ngeluh laksana program
netral,program upaya tingkat gizi nasional
negatif,janji realisasi harap
negatif,kurang distribusi
negatif,janji realisasi harap
negatif,janji realisasi harap
negatif,janji realisasi harap
negatif,program makan gizi gratis daerah
negatif,janji realisasi harap
negatif,awas sekolah
negatif,awas sekolah
negatif,awas sekolah
netral,perintah luncur program makan gratis
negatif,program makan gizi gratis daerah
netral,perintah luncur program makan gratis
netral,program makan gizi gratis uji coba daerah
positif,terima kasih program moga lanjut
negatif,awas sekolah
positif,senang perintah peduli gizi anak anak
netral,program makan gizi gratis uji coba daerah
positif,terima kasih program moga lanjut
negatif,program makan gizi gratis daerah
negatif,janji realisasi harap
negatif,awas sekolah
negatif,ngeluh laksana program
negatif,janji realisasi harap
negatif,program makan gizi gratis daerah
negatif,ngeluh laksana program
negatif,kurang distribusi
netral,program upaya tingkat gizi nasional
negatif,program makan gizi gratis daerah
negatif,janji realisasi harap
positif,program makan gizi gratis bantu anak sekolah
positif,makan gizi gratis bikin anak semangat sekolah
negatif,program makan gizi gratis daerah
negatif,ngeluh laksana program
positif,senang perintah peduli gizi anak anak
negatif,janji realisasi harap
negatif,kurang distribusi
positif,langkah bagus kurang stunting indonesia
negatif,kurang distribusi
positif,langkah bagus kurang stunting indonesia
negatif,awas sekolah
negatif,program makan gizi gratis daerah
netral,perintah luncur program makan gratis
negatif,kurang distribusi
positif,makan gizi gratis bikin anak semangat sekolah
netral,giat makan gizi gratis pagi
negatif,kurang distribusi
negatif,ngeluh laksana program
negatif,ngeluh laksana program
netral,giat makan gizi gratis pagi
negatif,kurang distribusi
positif,makan gizi gratis bikin anak semangat sekolah
netral,sekolah terima program makan gizi gratis
positif,terima kasih program moga lanjut
positif,terima kasih program moga lanjut
negatif,awas sekolah
negatif,ngeluh laksana program
positif,program makan gizi gratis bantu anak sekolah
negatif,awas sekolah
negatif,ngeluh laksana program
positif,program makan gizi gratis bantu anak sekolah
positif,senang perintah peduli gizi anak anak
netral,program makan gizi gratis uji coba daerah
negatif,kurang distribusi
netral,sekolah terima program makan gizi gratis
positif,program makan gizi gratis bantu anak sekolah
netral,sekolah terima program makan gizi gratis
positif,langkah bagus kurang stunting indonesia
negatif,ngeluh laksana program
positif,senang perintah peduli gizi anak anak
positif,senang perintah peduli gizi anak anak
negatif,awas sekolah
negatif,kurang distribusi
negatif,ngeluh laksana program
negatif,awas sekolah
positif,program makan gizi gratis bantu anak sekolah
positif,senang perintah peduli gizi anak anak
positif,senang perintah peduli gizi anak anak
positif,langkah bagus kurang stunting indonesia
negatif,ngeluh laksana program
negatif,awas sekolah
positif,terima kasih program moga lanjut
positif,langkah bagus kurang stunting indonesia
negatif,ngeluh laksana program
negatif,awas sekolah
netral,program upaya tingkat gizi nasional
negatif,program makan gizi gratis daerah
positif,langkah bagus kurang stunting indonesia
netral,giat makan gizi gratis pagi
negatif,program makan gizi gratis daerah
negatif,program makan gizi gratis daerah
negatif,awas sekolah
positif,terima kasih program moga lanjut
netral,perintah luncur program makan gratis
positif,terima kasih program moga lanjut
negatif,ngeluh laksana program
netral,sekolah terima program makan gizi gratis
netral,program upaya tingkat gizi nasional
positif,makan gizi gratis bikin anak semangat sekolah
netral,sekolah terima program makan gizi gratis
positif,langkah bagus kurang stunting indonesia
positif,program makan gizi gratis bantu anak sekolah
positif,makan gizi gratis bikin anak semangat sekolah
negatif,ngeluh laksana program
positif,makan gizi gratis bikin anak semangat sekolah
positif,makan gizi gratis bikin anak semangat sekolah
positif,senang perintah peduli gizi anak anak
positif,program makan gizi gratis bantu anak sekolah
negatif,program makan gizi gratis daerah
negatif,ngeluh laksana program
negatif,kurang distribusi
negatif,ngeluh laksana program
negatif,ngeluh laksana program
negatif,program makan gizi gratis daerah
positif,langkah bagus kurang stunting indonesia
positif,terima kasih program moga lanjut
negatif,awas sekolah
negatif,awas sekolah
negatif,ngeluh laksana program
negatif,janji realisasi harap
negatif,kurang distribusi
negatif,program makan gizi gratis daerah
netral,program makan gizi gratis uji coba daerah
positif,terima kasih program moga lanjut
positif,program makan gizi gratis bantu anak sekolah
negatif,program makan gizi gratis daerah
netral,program upaya tingkat gizi nasional
negatif,kurang distribusi
positif,langkah bagus kurang stunting indonesia
netral,program upaya tingkat gizi nasional
negatif,ngeluh laksana program
positif,terima kasih program moga lanjut
negatif,ngeluh laksana program
netral,sekolah terima program makan gizi gratis
positif,terima kasih program moga lanjut
negatif,ngeluh laksana program
positif,senang perintah peduli gizi anak anak
positif,terima kasih program moga lanjut
negatif,kurang distribusi
negatif,janji realisasi harap
negatif,janji realisasi harap
netral,sekolah terima program makan gizi gratis
negatif,janji realisasi harap
negatif,ngeluh laksana program
negatif,awas sekolah
negatif,program makan gizi gratis daerah
positif,senang perintah peduli gizi anak anak
negatif,awas sekolah
netral,perintah luncur program makan gratis
negatif,janji realisasi harap
positif,program makan gizi gratis bantu anak sekolah
negatif,program makan gizi gratis daerah
netral,giat makan gizi gratis pagi
netral,sekolah terima program makan gizi gratis
positif,senang perintah peduli gizi anak anak
positif,program makan gizi gratis bantu anak sekolah
negatif,ngeluh laksana program
negatif,janji realisasi harap
negatif,ngeluh laksana program
positif,senang perintah peduli gizi anak anak
netral,program upaya tingkat gizi nasional
negatif,program makan gizi gratis daerah
negatif,kurang distribusi
netral,sekolah terima program makan gizi gratis
negatif,kurang distribusi
negatif,program makan gizi gratis daerah
negatif,janji realisasi harap
negatif,ngeluh laksana program
negatif,ngeluh laksana program
positif,makan gizi gratis bikin anak semangat sekolah
netral,sekolah terima program makan gizi gratis
negatif,ngeluh laksana program
netral,program makan gizi gratis uji coba daerah
negatif,program makan gizi gratis daerah
negatif,kurang distribusi
negatif,janji realisasi harap
netral,program upaya tingkat gizi nasional
positif,langkah bagus kurang stunting indonesia
negatif,ngeluh laksana program
positif,makan gizi gratis bikin anak semangat sekolah
negatif,ngeluh laksana program
positif,senang perintah peduli gizi anak anak
negatif,awas sekolah
negatif,janji realisasi harap
netral,giat makan gizi gratis pagi
netral,sekolah terima program makan gizi gratis
negatif,awas sekolah
negatif,ngeluh laksana program
